site	visit	urban	urban_ord	julian_day	day_square	family	genus	plant	insect	p_species	i_species
BLAN	3	medium	b	131	17161	syrphidae	syrphus	ger.p	s.rib	Geranium pyrenaicum	Syrphus ribesii
BLAN	3	medium	b	131	17161	syrphidae	syrphus	ger.p	s.rib	Geranium pyrenaicum	Syrphus ribesii
BLAN	3	medium	b	131	17161	syrphidae	sphaerophoria	ger.p	s.scr	Geranium pyrenaicum	Sphaerophoria scripta
BLAN	3	medium	b	131	17161	syrphidae	sphaerophoria	ger.p	s.scr	Geranium pyrenaicum	Sphaerophoria scripta
BLAN	3	medium	b	131	17161	syrphidae	volucella	ger.p	v.bom	Geranium pyrenaicum	Volucella bombylans
BLAN	4	medium	b	145	21025	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
BLAN	5	medium	b	158	24964	syrphidae	episyrphus	cen.j	e.bal	Centaurea jacea	Episyrphus balteatus
BLAN	5	medium	b	158	24964	syrphidae	episyrphus	mal.m	e.bal	Malva moschata	Episyrphus balteatus
BLAN	5	medium	b	158	24964	syrphidae	eupeodes	leu.v	e.cor	Leucanthemum vulgare	Eupeodes corollae
BLAN	5	medium	b	158	24964	syrphidae	eupeodes	ger.p	e.cor	Geranium pyrenaicum	Eupeodes corollae
BLAN	5	medium	b	158	24964	syrphidae	eupeodes	cen.j	e.cor	Centaurea jacea	Eupeodes corollae
BLAN	5	medium	b	158	24964	syrphidae	eupeodes	ach.m	e.cor	Achillea millefolium	Eupeodes corollae
BLAN	5	medium	b	158	24964	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
BLAN	5	medium	b	158	24964	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
BLAN	5	medium	b	158	24964	syrphidae	syrphus	leu.v	s.rib	Leucanthemum vulgare	Syrphus ribesii
BLAN	5	medium	b	158	24964	syrphidae	sphaerophoria	leu.v	s.scr	Leucanthemum vulgare	Sphaerophoria scripta
BLAN	5	medium	b	158	24964	syrphidae	sphaerophoria	leu.v	s.scr	Leucanthemum vulgare	Sphaerophoria scripta
BLAN	5	medium	b	158	24964	syrphidae	sphaerophoria	ach.m	s.scr	Achillea millefolium	Sphaerophoria scripta
BLAN	6	medium	b	171	29241	syrphidae	syrphidae	NA	NA	NA	NA
CHUR	1	medium	b	97	9409	syrphidae	platycheirus	gle.h	p.alb	Glechoma hederacea	Platycheirus albimanus
CHUR	2	medium	b	126	15876	syrphidae	epistrophe	leu.v	e.nit	Leucanthemum vulgare	Epistrophe nitidicollis
CHUR	2	medium	b	126	15876	syrphidae	eristalinus	leu.v	e.sep	Leucanthemum vulgare	Eristalinus sepulchralis
CHUR	2	medium	b	126	15876	syrphidae	eristalinus	leu.v	e.sep	Leucanthemum vulgare	Eristalinus sepulchralis
CHUR	2	medium	b	126	15876	syrphidae	eristalinus	leu.v	e.sep	Leucanthemum vulgare	Eristalinus sepulchralis
CHUR	2	medium	b	126	15876	syrphidae	eristalinus	ran.r	e.sep	Ranunculus repens	Eristalinus sepulchralis
CHUR	2	medium	b	126	15876	syrphidae	eristalinus	ran.r	e.sep	Ranunculus repens	Eristalinus sepulchralis
CHUR	2	medium	b	126	15876	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
CHUR	2	medium	b	126	15876	syrphidae	platycheirus	leu.v	p.scu	Leucanthemum vulgare	Platycheirus scutatus
CHUR	2	medium	b	126	15876	syrphidae	pipizella	leu.v	p.vid	Leucanthemum vulgare	Pipizella viduata
CHUR	2	medium	b	126	15876	syrphidae	pipizella	ran.r	p.vid	Ranunculus repens	Pipizella viduata
CHUR	2	medium	b	126	15876	syrphidae	sphaerophoria	leu.v	s.scr	Leucanthemum vulgare	Sphaerophoria scripta
CHUR	3	medium	b	136	18496	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
CHUR	3	medium	b	136	18496	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
CHUR	3	medium	b	136	18496	syrphidae	pipizella	ran.r	p.vid	Ranunculus repens	Pipizella viduata
CHUR	4	medium	b	151	22801	syrphidae	eupeodes	cen.j	e.lun	Centaurea jacea	Eupeodes luniger
CHUR	4	medium	b	151	22801	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
CHUR	4	medium	b	151	22801	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
CHUR	4	medium	b	151	22801	syrphidae	pipizella	ran.r	p.spe	Ranunculus repens	Pipizella sp.
CHUR	5	medium	b	165	27225	syrphidae	episyrphus	cen.j	e.bal	Centaurea jacea	Episyrphus balteatus
CHUR	5	medium	b	165	27225	syrphidae	episyrphus	cen.j	e.bal	Centaurea jacea	Episyrphus balteatus
CHUR	5	medium	b	165	27225	syrphidae	episyrphus	cen.j	e.bal	Centaurea jacea	Episyrphus balteatus
CHUR	6	medium	b	180	32400	syrphidae	dasysyrphus	cen.j	d.alb	Centaurea jacea	Dasysyrphus albostriatus
CHUR	6	medium	b	180	32400	syrphidae	episyrphus	pic.h	e.bal	Picris hieracioides	Episyrphus balteatus
CHUR	6	medium	b	180	32400	syrphidae	episyrphus	pic.h	e.bal	Picris hieracioides	Episyrphus balteatus
CHUR	6	medium	b	180	32400	syrphidae	episyrphus	pic.h	e.bal	Picris hieracioides	Episyrphus balteatus
CHUR	6	medium	b	180	32400	syrphidae	episyrphus	pic.h	e.bal	Picris hieracioides	Episyrphus balteatus
CHUR	6	medium	b	180	32400	syrphidae	episyrphus	pic.h	e.bal	Picris hieracioides	Episyrphus balteatus
CHUR	6	medium	b	180	32400	syrphidae	episyrphus	dau.c	e.bal	Daucus carota	Episyrphus balteatus
CHUR	6	medium	b	180	32400	syrphidae	episyrphus	jac.v	e.bal	Jacobaea vulgaris	Episyrphus balteatus
CHUR	6	medium	b	180	32400	syrphidae	episyrphus	con.a	e.bal	Convolvulus arvensis	Episyrphus balteatus
CHUR	6	medium	b	180	32400	syrphidae	episyrphus	con.a	e.bal	Convolvulus arvensis	Episyrphus balteatus
CHUR	6	medium	b	180	32400	syrphidae	episyrphus	con.a	e.bal	Convolvulus arvensis	Episyrphus balteatus
CHUR	6	medium	b	180	32400	syrphidae	episyrphus	con.a	e.bal	Convolvulus arvensis	Episyrphus balteatus
CHUR	6	medium	b	180	32400	syrphidae	eristalis	dau.c	e.ten	Daucus carota	Eristalis tenax
CHUR	6	medium	b	180	32400	syrphidae	eristalis	jac.v	e.ten	Jacobaea vulgaris	Eristalis tenax
CHUR	6	medium	b	180	32400	syrphidae	eristalis	con.a	e.ten	Convolvulus arvensis	Eristalis tenax
CHUR	6	medium	b	180	32400	syrphidae	eristalis	con.a	e.ten	Convolvulus arvensis	Eristalis tenax
CHUR	6	medium	b	180	32400	syrphidae	syrphus	pic.h	s.rib	Picris hieracioides	Syrphus ribesii
CHUR	6	medium	b	180	32400	syrphidae	sphaerophoria	dau.c	s.scr	Daucus carota	Sphaerophoria scripta
CHUR	6	medium	b	180	32400	syrphidae	sphaerophoria	dau.c	s.scr	Daucus carota	Sphaerophoria scripta
CHUR	6	medium	b	180	32400	syrphidae	sphaerophoria	dau.c	s.scr	Daucus carota	Sphaerophoria scripta
CHUR	6	medium	b	180	32400	syrphidae	sphaerophoria	jac.v	s.scr	Jacobaea vulgaris	Sphaerophoria scripta
CHUR	6	medium	b	180	32400	syrphidae	volucella	cen.j	v.zon	Centaurea jacea	Volucella zonaria
CITA	1	low	a	97	9409	syrphidae	syrphidae	NA	NA	NA	NA
CITA	2	low	a	126	15876	syrphidae	cheilosia	tar.r	c.len	Taraxacum sect. Ruderalia	Cheilosia lenis
CITA	2	low	a	126	15876	syrphidae	cheilosia	ran.a	c.ran	Ranunculus acris	Cheilosia albitarsis/ranunculii
CITA	2	low	a	126	15876	syrphidae	platycheirus	ran.a	p.alb	Ranunculus acris	Platycheirus albimanus
CITA	2	low	a	126	15876	syrphidae	sphaerophoria	ver.p	s.scr	Veronica persica	Sphaerophoria scripta
CITA	3	low	a	136	18496	syrphidae	sphaerophoria	bel.p	s.scr	Bellis perennis	Sphaerophoria scripta
CITA	3	low	a	136	18496	syrphidae	sphaerophoria	ran.r	s.scr	Ranunculus repens	Sphaerophoria scripta
CITA	4	low	a	151	22801	syrphidae	episyrphus	leu.v	e.bal	Leucanthemum vulgare	Episyrphus balteatus
CITA	4	low	a	151	22801	syrphidae	episyrphus	cen.j	e.bal	Centaurea jacea	Episyrphus balteatus
CITA	4	low	a	151	22801	syrphidae	episyrphus	pla.l	e.bal	Plantago lanceolata	Episyrphus balteatus
CITA	4	low	a	151	22801	syrphidae	eupeodes	gal.m	e.cor	Galium mollugo	Eupeodes corollae
CITA	4	low	a	151	22801	syrphidae	eupeodes	leu.v	e.lun	Leucanthemum vulgare	Eupeodes luniger
CITA	4	low	a	151	22801	syrphidae	eupeodes	ran.r	e.lun	Ranunculus repens	Eupeodes luniger
CITA	4	low	a	151	22801	syrphidae	eupeodes	bel.p	e.lun	Bellis perennis	Eupeodes luniger
CITA	4	low	a	151	22801	syrphidae	epistrophe	gal.m	e.nit	Galium mollugo	Epistrophe nitidicollis
CITA	4	low	a	151	22801	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
CITA	4	low	a	151	22801	syrphidae	merodon	leu.v	m.equ	Leucanthemum vulgare	Merodon equestris
CITA	4	low	a	151	22801	syrphidae	platycheirus	cer.f	p.alb	Cerastium fontanum.	Platycheirus albimanus
CITA	4	low	a	151	22801	syrphidae	pipizella	gal.m	p.spe	Galium mollugo	Pipizella sp.
CITA	4	low	a	151	22801	syrphidae	syritta	leu.v	s.pip	Leucanthemum vulgare	Syritta pipiens
CITA	4	low	a	151	22801	syrphidae	syrphus	leu.v	s.rib	Leucanthemum vulgare	Syrphus ribesii
CITA	4	low	a	151	22801	syrphidae	sphaerophoria	leu.v	s.scr	Leucanthemum vulgare	Sphaerophoria scripta
CITA	4	low	a	151	22801	syrphidae	sphaerophoria	leu.v	s.scr	Leucanthemum vulgare	Sphaerophoria scripta
CITA	4	low	a	151	22801	syrphidae	sphaerophoria	leu.v	s.scr	Leucanthemum vulgare	Sphaerophoria scripta
CITA	4	low	a	151	22801	syrphidae	syrphus	pla.l	s.rib	Plantago lanceolata	Syrphus ribesii
CITA	5	low	a	165	27225	syrphidae	episyrphus	cen.j	e.bal	Centaurea jacea	Episyrphus balteatus
CITA	5	low	a	165	27225	syrphidae	episyrphus	ach.m	e.bal	Achillea millefolium	Episyrphus balteatus
CITA	5	low	a	165	27225	syrphidae	eupeodes	gal.m	e.lun	Galium mollugo	Eupeodes luniger
CITA	5	low	a	165	27225	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
CITA	5	low	a	165	27225	syrphidae	merodon	cen.j	m.equ	Centaurea jacea	Merodon equestris
CITA	5	low	a	165	27225	syrphidae	myathropa	ach.m	m.flo	Achillea millefolium	Myathropa florea
CITA	5	low	a	165	27225	syrphidae	syritta	ach.m	s.pip	Achillea millefolium	Syritta pipiens
CITA	6	low	a	180	32400	syrphidae	episyrphus	cen.j	e.bal	Centaurea jacea	Episyrphus balteatus
CITA	6	low	a	180	32400	syrphidae	eristalis	ach.m	e.ten	Achillea millefolium	Eristalis tenax
CITA	6	low	a	180	32400	syrphidae	eristalis	ach.m	e.ten	Achillea millefolium	Eristalis tenax
CITA	6	low	a	180	32400	syrphidae	eristalis	ach.m	e.ten	Achillea millefolium	Eristalis tenax
CITA	6	low	a	180	32400	syrphidae	eristalis	ach.m	e.ten	Achillea millefolium	Eristalis tenax
CITA	6	low	a	180	32400	syrphidae	eristalis	ach.m	e.ten	Achillea millefolium	Eristalis tenax
CITA	6	low	a	180	32400	syrphidae	eristalis	bra.n	e.ten	Brassica nigra	Eristalis tenax
CITA	6	low	a	180	32400	syrphidae	eristalis	cir.a	e.ten	Cirsium arvense 	Eristalis tenax
CITA	6	low	a	180	32400	syrphidae	eristalis	ach.m	e.ten	Achillea millefolium	Eristalis tenax
CITA	6	low	a	180	32400	syrphidae	helophilus	ach.m	he.tri	Achillea millefolium	Helophilus trivittatus
CITA	6	low	a	180	32400	syrphidae	syritta	ach.m	s.pip	Achillea millefolium	Syritta pipiens
CITA	6	low	a	180	32400	syrphidae	syritta	ach.m	s.pip	Achillea millefolium	Syritta pipiens
CITA	6	low	a	180	32400	syrphidae	sphaerophoria	ach.m	s.scr	Achillea millefolium	Sphaerophoria scripta
CITA	6	low	a	180	32400	syrphidae	sphaerophoria	ach.m	s.scr	Achillea millefolium	Sphaerophoria scripta
COUB	1	high	c	94	8836	syrphidae	sphaerophoria	ver.p	s.scr	Veronica persica	Sphaerophoria scripta
COUB	2	high	c	110	12100	syrphidae	eupeodes	ver.p	e.lat	Veronica persica	Eupeodes latifasciatus
COUB	2	high	c	110	12100	syrphidae	eupeodes	sil.l	e.lun	Silene latifolia	Eupeodes luniger
COUB	2	high	c	110	12100	syrphidae	platycheirus	leu.v	p.man	Leucanthemum vulgare	Platycheirus manicatus
COUB	2	high	c	110	12100	syrphidae	platycheirus	sil.l	p.man	Silene latifolia	Platycheirus manicatus
COUB	2	high	c	110	12100	syrphidae	platycheirus	sil.l	p.man	Silene latifolia	Platycheirus manicatus
COUB	2	high	c	110	12100	syrphidae	sphaerophoria	tar.r	s.scr	Taraxacum sect. Ruderalia	Sphaerophoria scripta
COUB	3	high	c	131	17161	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
COUB	3	high	c	131	17161	syrphidae	eristalis	bra.n	e.ten	Brassica nigra	Eristalis tenax
COUB	3	high	c	131	17161	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
COUB	3	high	c	131	17161	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
COUB	3	high	c	131	17161	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
COUB	3	high	c	131	17161	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
COUB	3	high	c	131	17161	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
COUB	3	high	c	131	17161	syrphidae	merodon	leu.v	m.equ	Leucanthemum vulgare	Merodon equestris
COUB	3	high	c	131	17161	syrphidae	merodon	ach.m	m.equ	Achillea millefolium	Merodon equestris
COUB	3	high	c	131	17161	syrphidae	platycheirus	ger.p	p.man	Geranium pyrenaicum	Platycheirus manicatus
COUB	4	high	c	145	21025	syrphidae	eristalis	leu.v	e.arb	Leucanthemum vulgare	Eristalis arbustorum
COUB	4	high	c	145	21025	syrphidae	eupeodes	leu.v	e.cor	Leucanthemum vulgare	Eupeodes corollae
COUB	4	high	c	145	21025	syrphidae	eupeodes	cen.j	e.lun	Centaurea jacea	Eupeodes luniger
COUB	4	high	c	145	21025	syrphidae	eupeodes	leu.v	e.lun	Leucanthemum vulgare	Eupeodes luniger
COUB	4	high	c	145	21025	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
COUB	4	high	c	145	21025	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
COUB	4	high	c	145	21025	syrphidae	eristalis	ach.m	e.ten	Achillea millefolium	Eristalis tenax
COUB	4	high	c	145	21025	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
COUB	4	high	c	145	21025	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
COUB	4	high	c	145	21025	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
COUB	4	high	c	145	21025	syrphidae	merodon	leu.v	m.equ	Leucanthemum vulgare	Merodon equestris
COUB	4	high	c	145	21025	syrphidae	platycheirus	ger.p	p.man	Geranium pyrenaicum	Platycheirus manicatus
COUB	4	high	c	145	21025	syrphidae	platycheirus	leu.v	p.man	Leucanthemum vulgare	Platycheirus manicatus
COUB	4	high	c	145	21025	syrphidae	syritta	leu.v	s.pip	Leucanthemum vulgare	Syritta pipiens
COUB	4	high	c	145	21025	syrphidae	sphaerophoria	ach.m	s.scr	Achillea millefolium	Sphaerophoria scripta
COUB	5	high	c	158	24964	syrphidae	eristalis	ach.m	e.arb	Achillea millefolium	Eristalis arbustorum
COUB	5	high	c	158	24964	syrphidae	eristalis	ach.m	e.arb	Achillea millefolium	Eristalis arbustorum
COUB	5	high	c	158	24964	syrphidae	eristalis	ach.m	e.ten	Achillea millefolium	Eristalis tenax
COUB	5	high	c	158	24964	syrphidae	eristalis	ach.m	e.ten	Achillea millefolium	Eristalis tenax
COUB	5	high	c	158	24964	syrphidae	eristalis	ach.m	e.ten	Achillea millefolium	Eristalis tenax
COUB	5	high	c	158	24964	syrphidae	eristalis	ach.m	e.ten	Achillea millefolium	Eristalis tenax
COUB	5	high	c	158	24964	syrphidae	merodon	ach.m	m.equ	Achillea millefolium	Merodon equestris
COUB	6	high	c	171	29241	syrphidae	syrphidae	NA	NA	NA	NA
DEUS	1	high	c	104	10816	syrphidae	cheilosia	tar.r	c.alb	Taraxacum sect. Ruderalia	Cheilosia albitarsis
DEUS	1	high	c	104	10816	syrphidae	platycheirus	med.l	p.alb	Medicago lupulina	Platycheirus albimanus
DEUS	1	high	c	104	10816	syrphidae	platycheirus	ger.p	p.tar	Geranium pyrenaicum	Platycheirus tarsalis
DEUS	1	high	c	104	10816	syrphidae	platycheirus	ger.p	p.tar	Geranium pyrenaicum	Platycheirus tarsalis
DEUS	1	high	c	104	10816	syrphidae	sphaerophoria	tar.r	s.scr	Taraxacum sect. Ruderalia	Sphaerophoria scripta
DEUS	1	high	c	104	10816	syrphidae	sphaerophoria	tar.r	s.scr	Taraxacum sect. Ruderalia	Sphaerophoria scripta
DEUS	2	high	c	NA	NA	syrphidae	syrphidae	NA	NA	NA	NA
DEUS	3	high	c	130	16900	syrphidae	helophilus	ger.p	h.pen	Geranium pyrenaicum	Helophilus pendulus
DEUS	3	high	c	130	16900	syrphidae	merodon	ger.p	m.equ	Geranium pyrenaicum	Merodon equestris
DEUS	3	high	c	130	16900	syrphidae	neoascia	ach.m	n.pod	Achillea millefolium	Neoascia podagrica
DEUS	3	high	c	130	16900	syrphidae	platycheirus	ger.p	p.tar	Geranium pyrenaicum	Platycheirus tarsalis
DEUS	3	high	c	130	16900	syrphidae	platycheirus	ger.p	p.tar	Geranium pyrenaicum	Platycheirus tarsalis
DEUS	3	high	c	130	16900	syrphidae	sphaerophoria	leu.v	s.scr	Leucanthemum vulgare	Sphaerophoria scripta
DEUS	4	high	c	143	20449	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
DEUS	4	high	c	143	20449	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
DEUS	4	high	c	143	20449	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
DEUS	4	high	c	143	20449	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
DEUS	4	high	c	143	20449	syrphidae	helophilus	leu.v	he.tri	Leucanthemum vulgare	Helophilus trivittatus
DEUS	5	high	c	159	25281	syrphidae	eupeodes	leu.v	e.lun	Leucanthemum vulgare	Eupeodes luniger
DEUS	5	high	c	159	25281	syrphidae	eupeodes	leu.v	e.lun	Leucanthemum vulgare	Eupeodes luniger
DEUS	5	high	c	159	25281	syrphidae	eupeodes	leu.v	e.lun	Leucanthemum vulgare	Eupeodes luniger
DEUS	5	high	c	159	25281	syrphidae	eristalis	ach.m	e.ten	Achillea millefolium	Eristalis tenax
DEUS	5	high	c	159	25281	syrphidae	helophilus	cen.j	h.pen	Centaurea jacea	Helophilus pendulus
DEUS	5	high	c	159	25281	syrphidae	sphaerophoria	leu.v	s.scr	Leucanthemum vulgare	Sphaerophoria scripta
DEUS	5	high	c	159	25281	syrphidae	sphaerophoria	con.a	s.scr	Convolvulus arvensis	Sphaerophoria scripta
DEUS	6	high	c	173	29929	syrphidae	eristalis	ach.m	e.ten	Achillea millefolium	Eristalis tenax
DEUS	6	high	c	173	29929	syrphidae	melanostoma	leu.v	m.mel	Leucanthemum vulgare	Melanostoma mellinum
DEUS	6	high	c	173	29929	syrphidae	pipizella	dau.c	p.spe	Daucus carota	Pipizella sp.
DEUS	6	high	c	173	29929	syrphidae	sphaerophoria	ach.m	s.scr	Achillea millefolium	Sphaerophoria scripta
DEUS	6	high	c	173	29929	syrphidae	sphaerophoria	leu.v	s.scr	Leucanthemum vulgare	Sphaerophoria scripta
LACA	1	low	a	95	9025	syrphidae	cheilosia	tar.r	c.ver	Taraxacum sect. Ruderalia	Cheilosia vernalis
LACA	1	low	a	95	9025	syrphidae	cheilosia	tar.r	c.ver	Taraxacum sect. Ruderalia	Cheilosia vernalis
LACA	2	low	a	114	12996	syrphidae	cheilosia	tar.r	c.ver	Taraxacum sect. Ruderalia	Cheilosia vernalis
LACA	3	low	a	129	16641	syrphidae	cheilosia	ran.r	c.ver	Ranunculus repens	Cheilosia vernalis
LACA	3	low	a	129	16641	syrphidae	melanostoma	ran.r	m.sca	Ranunculus repens	Melanostoma scalare
LACA	3	low	a	129	16641	syrphidae	platycheirus	sil.f	p.man	Silene flos-cuculi	Platycheirus manicatus
LACA	3	low	a	129	16641	syrphidae	sphaerophoria	bel.p	s.bat	Bellis perennis	Sphaerophoria batava
LACA	3	low	a	129	16641	syrphidae	sphaerophoria	ran.r	s.scr	Ranunculus repens	Sphaerophoria scripta
LACA	3	low	a	129	16641	syrphidae	sphaerophoria	ran.r	s.scr	Ranunculus repens	Sphaerophoria scripta
LACA	3	low	a	129	16641	syrphidae	sphaerophoria	cer.g	s.scr	Cerastium glomeratum	Sphaerophoria scripta
LACA	3	low	a	129	16641	syrphidae	sphaerophoria	tar.r	s.scr	Taraxacum sect. Ruderalia	Sphaerophoria scripta
LACA	4	low	a	142	20164	syrphidae	eristalinus	leu.v	e.sep	Leucanthemum vulgare	Eristalinus sepulchralis
LACA	4	low	a	142	20164	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
LACA	4	low	a	142	20164	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
LACA	4	low	a	142	20164	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
LACA	4	low	a	142	20164	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
LACA	4	low	a	142	20164	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
LACA	4	low	a	142	20164	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
LACA	4	low	a	142	20164	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
LACA	4	low	a	142	20164	syrphidae	helophilus	leu.v	he.tri	Leucanthemum vulgare	Helophilus trivittatus
LACA	4	low	a	142	20164	syrphidae	helophilus	leu.v	he.tri	Leucanthemum vulgare	Helophilus trivittatus
LACA	4	low	a	142	20164	syrphidae	sphaerophoria	pot.r	s.scr	Potentilla reptans	Sphaerophoria scripta
LACA	5	low	a	156	24336	syrphidae	eristalis	leu.v	e.arb	Leucanthemum vulgare	Eristalis arbustorum
LACA	5	low	a	156	24336	syrphidae	eupeodes	leu.v	e.cor	Leucanthemum vulgare	Eupeodes corollae
LACA	5	low	a	156	24336	syrphidae	eristalinus	leu.v	e.sep	Leucanthemum vulgare	Eristalinus sepulchralis
LACA	5	low	a	156	24336	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
LACA	5	low	a	156	24336	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
LACA	5	low	a	156	24336	syrphidae	eristalis	pot.r	e.ten	Potentilla reptans	Eristalis tenax
LACA	5	low	a	156	24336	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
LACA	5	low	a	156	24336	syrphidae	eristalis	cen.j	e.ten	Centaurea jacea	Eristalis tenax
LACA	5	low	a	156	24336	syrphidae	helophilus	leu.v	he.tri	Leucanthemum vulgare	Helophilus trivittatus
LACA	5	low	a	156	24336	syrphidae	helophilus	cen.j	he.tri	Centaurea jacea	Helophilus trivittatus
LACA	5	low	a	156	24336	syrphidae	sphaerophoria	lot.c	s.scr	Lotus corniculatus	Sphaerophoria scripta
LACA	6	low	a	170	28900	syrphidae	episyrphus	cen.j	e.bal	Centaurea jacea	Episyrphus balteatus
LACA	6	low	a	170	28900	syrphidae	episyrphus	cen.j	e.bal	Centaurea jacea	Episyrphus balteatus
LACA	6	low	a	170	28900	syrphidae	episyrphus	cen.j	e.bal	Centaurea jacea	Episyrphus balteatus
LACA	6	low	a	170	28900	syrphidae	eristalis	cen.j	e.ten	Centaurea jacea	Eristalis tenax
LACA	6	low	a	170	28900	syrphidae	sphaerophoria	leu.v	s.scr	Leucanthemum vulgare	Sphaerophoria scripta
LACA	6	low	a	170	28900	syrphidae	sphaerophoria	pot.r	s.scr	Potentilla reptans	Sphaerophoria scripta
LACA	6	low	a	170	28900	syrphidae	volucella	cen.j	v.bom	Centaurea jacea	Volucella bombylans
LEED	1	high	c	97	9409	syrphidae	syrphidae	NA	NA	NA	NA
LEED	2	high	c	116	13456	syrphidae	eupeodes	lep.d	e.lun	Lepidium draba	Eupeodes luniger
LEED	2	high	c	116	13456	syrphidae	eupeodes	leu.v	e.lun	Leucanthemum vulgare	Eupeodes luniger
LEED	2	high	c	116	13456	syrphidae	helophilus	bel.p	he.tri	Bellis perennis	Helophilus trivittatus
LEED	2	high	c	116	13456	syrphidae	pipizella	ran.r	p.vid	Ranunculus repens	Pipizella viduata
LEED	2	high	c	116	13456	syrphidae	sphaerophoria	leu.v	s.rue	Leucanthemum vulgare	Sphaerophoria rueppelli
LEED	2	high	c	116	13456	syrphidae	sphaerophoria	leu.v	s.scr	Leucanthemum vulgare	Sphaerophoria scripta
LEED	2	high	c	116	13456	syrphidae	sphaerophoria	leu.v	s.scr	Leucanthemum vulgare	Sphaerophoria scripta
LEED	2	high	c	116	13456	syrphidae	sphaerophoria	leu.v	s.scr	Leucanthemum vulgare	Sphaerophoria scripta
